scientific_name,latitude,longitude,timestamp_occ,timestamp_round,lat_round,lon_round,timestamp_ocean
Chlorophthalmus acutifrons,9.998916667,75.60143333,2011-10-08,2011-10-08,10.0,75.6,
Cynoglossus attenuatus,9.998916667,75.60143333,2011-10-08,2011-10-08,10.0,75.6,
Lamprogrammus fragilis,18.83051667,85.37693333,2011-10-30,2011-10-30,18.83,85.38,
Psenopsis cyanea,11.9116,80.14415,2011-11-07,2011-11-07,11.91,80.14,
Pycnocraspedum armatum,11.9116,80.14415,2011-11-07,2011-11-07,11.91,80.14,
Dicrolene tristis,11.9116,80.14415,2011-11-07,2011-11-07,11.91,80.14,
Lamprogrammus fragilis,10.63406667,80.51726667,2011-11-09,2011-11-09,10.63,80.52,
Notacanthus indicus,11.9116,80.14415,2011-11-07,2011-11-07,11.91,80.14,
Dicrolene multifilis,18.83051667,85.37693333,2011-10-30,2011-10-30,18.83,85.38,
Monomitopus conjugator,10.91828333,80.35865,2011-11-08,2011-11-08,10.92,80.36,
Glyptophidium oceanium,11.91313333,80.14531667,2011-11-05,2011-11-05,11.91,80.15,
Harpadon nehereus,11.9116,80.14415,2011-11-07,2011-11-07,11.91,80.14,
Neoepinnula orientalis,11.91313333,80.14531667,2011-11-05,2011-11-05,11.91,80.15,
Psenopsis cyanea,11.91313333,80.14531667,2011-11-05,2011-11-05,11.91,80.15,
Pycnocraspedum squamipinne,18.83051667,85.37693333,2011-10-30,2011-10-30,18.83,85.38,
Diplacanthopoma brachysoma,10.91828333,80.35865,2011-11-08,2011-11-08,10.92,80.36,
Psenopsis cyanea,18.83051667,85.37693333,2011-10-30,2011-10-30,18.83,85.38,
Dicrolene multifilis,8.29,76.21,2013-07-14,2013-07-14,8.29,76.21,
Pycnocraspedum armatum,18.8406,85.38531667,2011-10-29,2011-10-29,18.84,85.39,
Lamprogrammus fragilis,11.91313333,80.14531667,2011-11-05,2011-11-05,11.91,80.15,
Dicrolene multifilis,11.91313333,80.14531667,2011-11-05,2011-11-05,11.91,80.15,
Lamprogrammus fragilis,13.18583333,80.647,2010-08-30,2010-08-30,13.19,80.65,
Polymixia fusca,11.9116,80.14415,2011-11-07,2011-11-07,11.91,80.14,
Physiculus roseus,11.91313333,80.14531667,2011-11-05,2011-11-05,11.91,80.15,
Bembrops platyrhynchus,13.00166667,93.10972222,2011-11-28,2011-11-28,13.0,93.11,
Parapercis sp.,7.752777778,93.21027778,2011-12-13,2011-12-13,7.75,93.21,
Neoscopelus microchir,7.752777778,93.21027778,2011-12-13,2011-12-13,7.75,93.21,
Nezumia proxima,9.893333333,75.53166667,2010-08-08,2010-08-08,9.89,75.53,
Coryphaenoides macrolophus,9.893333333,75.53166667,2010-08-08,2010-08-08,9.89,75.53,
Nezumia semiquincunciata,9.893333333,75.53166667,2010-08-08,2010-08-08,9.89,75.53,
Dicrolene vaillanti,11.0765,80.22533333,2010-08-27,2010-08-27,11.08,80.23,
Polymixia fusca,11.0765,80.22533333,2010-08-27,2010-08-27,11.08,80.23,
Ventrifossa macropogon,12.81066667,93.08416667,2010-09-17,2010-09-17,12.81,93.08,
Peristedion amblygenys,12.82666667,93.213,2010-09-17,2010-09-17,12.83,93.21,
Lophoides lugubris,11.14866667,92.3275,2010-09-19,2010-09-19,11.15,92.33,
Setarches longimanus,13.028,93.09666667,2010-09-18,2010-09-18,13.03,93.1,
Scalicus orientalis,12.81066667,93.08416667,2010-09-17,2010-09-17,12.81,93.08,
Mephisto fraserbrunneri,12.82666667,93.213,2010-09-17,2010-09-17,12.83,93.21,
Cyttopsis rosea,12.81066667,93.08416667,2010-09-17,2010-09-17,12.81,93.08,
Bathyclupea hoskynii,12.81066667,93.08416667,2010-09-17,2010-09-17,12.81,93.08,
Setarches guentheri,12.81066667,93.08416667,2010-09-17,2010-09-17,12.81,93.08,
Astronesthes lucifer,12.81066667,93.08416667,2010-09-17,2010-09-17,12.81,93.08,
Sphoeroides pachygaster,12.81066667,93.08416667,2010-09-17,2010-09-17,12.81,93.08,
Rexea prometheoides,11.14866667,92.3275,2010-09-19,2010-09-19,11.15,92.33,
Astronesthes lucifer,12.82666667,93.213,2010-09-17,2010-09-17,12.83,93.21,
Ateleopus indicus,12.81066667,93.08416667,2010-09-17,2010-09-17,12.81,93.08,
Coelorinchus smithi,12.82666667,93.213,2010-09-17,2010-09-17,12.83,93.21,
Acropoma japonicum,12.81066667,93.08416667,2010-09-17,2010-09-17,12.81,93.08,
Lophoides lugubris,12.81066667,93.08416667,2010-09-17,2010-09-17,12.81,93.08,
Halieutaea coccinea,12.82666667,93.213,2010-09-17,2010-09-17,12.83,93.21,
Pterygotrigla cajorarori,12.82666667,93.213,2010-09-17,2010-09-17,12.83,93.21,
Chlorophthalmus corniger,17.02933333,83.26283333,2010-09-02,2010-09-02,17.03,83.26,
Bathyclupea elongata,11.0765,80.22533333,2010-08-27,2010-08-27,11.08,80.23,
Ateleopus indicus,12.82666667,93.213,2010-09-17,2010-09-17,12.83,93.21,
Chlorophthalmus bicornis,6.638333333,93.68466667,2010-09-24,2010-09-24,6.64,93.68,
Xenocephalus cribratus,12.81066667,93.08416667,2010-09-17,2010-09-17,12.81,93.08,
Lophiodes mutilus,6.638333333,93.68466667,2010-09-24,2010-09-24,6.64,93.68,
Setarches longimanus,12.82666667,93.213,2010-09-17,2010-09-17,12.83,93.21,
Lampadena luminosa,11.14866667,92.3275,2010-09-19,2010-09-19,11.15,92.33,
Plectrogenium nanum,13.028,93.09666667,2010-09-18,2010-09-18,13.03,93.1,
Squalus megalops,6.638333333,93.68466667,2010-09-24,2010-09-24,6.64,93.68,
Chlorophthalmus nigromarginatus,11.14866667,92.3275,2010-09-19,2010-09-19,11.15,92.33,
Ectreposebastes imus,11.14866667,92.3275,2010-09-19,2010-09-19,11.15,92.33,
Satyrichthys milleri,6.638333333,93.68466667,2010-09-24,2010-09-24,6.64,93.68,
Synaphobranchus affinis,14.26805556,73.27694444,2010-10-15,2010-10-15,14.27,73.28,
Psenopsis anomala,12.81066667,93.08416667,2010-09-17,2010-09-17,12.81,93.08,
Physiculus natalensis,11.14866667,92.3275,2010-09-19,2010-09-19,11.15,92.33,
Mephisto fraserbrunneri,12.81066667,93.08416667,2010-09-17,2010-09-17,12.81,93.08,
Mephisto fraserbrunneri,6.638333333,93.68466667,2010-09-24,2010-09-24,6.64,93.68,
Tydemania navigatoris,13.028,93.09666667,2010-09-18,2010-09-18,13.03,93.1,
Satyrichthys milleri,12.82666667,93.213,2010-09-17,2010-09-17,12.83,93.21,
Scalicus orientalis,12.82666667,93.213,2010-09-17,2010-09-17,12.83,93.21,
Glyptophidium oceanium,6.638333333,93.68466667,2010-09-24,2010-09-24,6.64,93.68,
Chlorophthalmus agassizi,12.81066667,93.08416667,2010-09-17,2010-09-17,12.81,93.08,
Myctophum spinosum,6.638333333,93.68466667,2010-09-24,2010-09-24,6.64,93.68,
Myctophum sp.,11.14866667,92.3275,2010-09-19,2010-09-19,11.15,92.33,
Mephisto fraserbrunneri,13.028,93.09666667,2010-09-16,2010-09-16,13.03,93.1,
Halieutaea coccinea,12.81066667,93.08416667,2010-09-17,2010-09-17,12.81,93.08,
Macrorhamphosodes platycheilus,6.638333333,93.68466667,2010-09-24,2010-09-24,6.64,93.68,
Neoscopelus microchir,12.82666667,93.213,2010-09-17,2010-09-17,12.83,93.21,
Halicmetus ruber,14.26805556,73.27694444,2010-10-15,2010-10-15,14.27,73.28,
Neoepinnula orientalis,9.998916667,75.60143333,2011-08-10,2011-08-10,10.0,75.6,
Pleuroscopus sp.,11.99091667,74.42656667,2011-08-08,2011-08-08,11.99,74.43,
Holtbyrnia cyanocephala,14.26805556,73.27694444,2010-10-15,2010-10-15,14.27,73.28,
Chaunax apus,14.26805556,73.27694444,2010-10-15,2010-10-15,14.27,73.28,
Halosaurus carinicauda,14.26805556,73.27694444,2010-10-15,2010-10-15,14.27,73.28,
Avocettina paucipora,12.17635,74.33945,2012-08-22,2012-08-22,12.18,74.34,
Anoplogaster cornuta,12.17635,74.33945,2012-08-22,2012-08-22,12.18,74.34,
Chauliodus sloani,12.17635,74.33945,2012-08-22,2012-08-22,12.18,74.34,
Platytroctes mirus,12.17635,74.33945,2012-08-22,2012-08-22,12.18,74.34,
Nemichthys scolopaceus,12.17635,74.33945,2012-08-22,2012-08-22,12.18,74.34,
Alepocephalus blanfordii,12.17635,74.33945,2012-08-22,2012-08-22,12.18,74.34,
Neobythites multistriatus,13.22,93.18,2011-11-27,2011-11-27,13.22,93.18,
Oneirodes sanjeevani,0.878,67.598,2015-05-14,2015-05-14,0.88,67.6,
Chaunax multilepis,13.22,93.18,2011-11-27,2011-11-27,13.22,93.18,
Bufoceratias shaoi,7.78,76.45,2013-07-15,2013-07-15,7.78,76.45,
Diceratias trilobus,8.29,76.21,2013-07-14,2013-07-14,8.29,76.21,
Nettastoma solitarium,12.82666667,93.213,2010-09-17,2010-09-17,12.83,93.21,
Aphanopus microphthalmus,8.36,76.17,2010-10-12,2010-10-12,8.36,76.17,
Hydrolagus mirabilis,6.638333333,93.68466667,2010-09-24,2010-09-24,6.64,93.68,
Diaphus coeruleus,11.71,73.75,2013-10-13,2013-10-13,11.71,73.75,
Diaphus thiollieri,11.18,73.01,2013-10-11,2013-10-11,11.18,73.01,
Diaphus garmani,19.29,65.91,2013-02-20,2013-02-20,19.29,65.91,
Neenchelys sp.,8.34,76.41,2016-11-30,2016-11-30,8.34,76.41,
Ophichthus mccoskeri,6.64,93.68,2010-09-24,2010-09-24,6.64,93.68,
Ophichthus urolophus,8.99,75.92,2014-10-01,2014-10-01,8.99,75.92,
Pisodonophis cancrivorus,10.1,75.62,2010-10-14,2010-10-14,10.1,75.62,
Gymnothorax smithi,10.0,75.6,2011-10-08,2011-10-08,10.0,75.6,
Macrocephenchelys brevirostris,12.74,93.1,2016-10-04,2016-10-04,12.74,93.1,
Bathycongrus trimaculatus,14.13,93.19,2016-11-04,2016-11-04,14.13,93.19,
Benthosema fibulatum,11.01,73.09,2013-10-10,2013-10-10,11.01,73.09,
Benthosema pterotum,19.29,65.91,2013-02-20,2013-02-20,19.29,65.91,
Bolinichthys longipes,18.34,69.42,2016-01-22,2016-01-22,18.34,69.42,
Bolinichthys indicus,11.18,73.01,2013-10-11,2013-10-11,11.18,73.01,
Bolinichthys nikolayi,-0.73,68.06,2015-09-13,2015-09-13,-0.73,68.06,
Bolinichthys pyrsobolus,-2.47,67.65,2015-09-14,2015-09-14,-2.47,67.65,
Bolinichthys supralateralis,-2.47,67.65,2015-09-14,2015-09-14,-2.47,67.65,
Ceratoscopelus warmingii,20.14,68.4,2016-01-23,2016-01-23,20.14,68.4,
Diaphus aliciae,9.01,73.11,2015-09-07,2015-09-07,9.01,73.11,
Diaphus antonbruuni,-4.5,60.76,2015-10-08,2015-10-08,-4.5,60.76,
Diaphus arabicus,17.56,70.66,2016-01-21,2016-01-21,17.56,70.66,
Diaphus brachycephalus,-15.44,56.8,2015-10-04,2015-10-04,-15.44,56.8,
Diaphus diadematus,5.11,69.06,2015-09-12,2015-09-12,5.11,69.06,
Diaphus diademophilus,-15.44,56.8,2015-10-04,2015-10-04,-15.44,56.8,
Diaphus effulgens,-14.41,57.25,2015-10-05,2015-10-05,-14.41,57.25,
Diaphus fulgens,-2.38,63.07,2015-10-09,2015-10-09,-2.38,63.07,
Diaphus fragilis,6.46,70.04,2015-09-11,2015-09-11,6.46,70.04,
Diaphus garmani,21.75,66.49,2016-01-25,2016-01-25,21.75,66.49,
Diaphus jenseni,-2.47,67.65,2015-09-14,2015-09-14,-2.47,67.65,
Diaphus lobatus,-2.38,63.07,2015-10-09,2015-10-09,-2.38,63.07,
Diaphus lucidus,10.14,73.53,2013-10-12,2013-10-12,10.14,73.53,
Diaphus luetkeni,2.47,67.65,2015-09-14,2015-09-14,2.47,67.65,
Diaphus mollis,-15.44,56.8,2015-10-04,2015-10-04,-15.44,56.8,
Diaphus parri,-5.46,65.88,2015-09-16,2015-09-16,-5.46,65.88,
Diaphus perspicillatus,11.31,73.58,2013-10-13,2013-10-13,11.31,73.58,
Diaphus problematicus,-4.5,60.76,2015-10-06,2015-10-06,-4.5,60.76,
Diaphus regani,9.85,58.6,2015-10-06,2015-10-06,9.85,58.6,
Diaphus similis,11.18,73.01,2013-10-11,2013-10-11,11.18,73.01,
Diaphus signatus,12.9,73.77,2013-10-14,2013-10-14,12.9,73.77,
Diaphus splendidus,-2.47,67.65,2015-09-14,2015-09-14,-2.47,67.65,
Diaphus taaningi,7.72,59.15,2015-10-07,2015-10-07,7.72,59.15,
Diaphus theta,14.41,57.25,2015-10-05,2015-10-05,14.41,57.25,
Diaphus watasei,10.96,66.97,2014-03-13,2014-03-13,10.96,66.97,
Electrona risso,-7.72,59.15,2015-10-07,2015-10-07,-7.72,59.15,
Hygophum hanseni,-1.68,63.63,2015-10-10,2015-10-10,-1.68,63.63,
Hygophum proximum,18.34,69.42,2016-01-22,2016-01-22,18.34,69.42,
Nannobrachium achirus,-9.85,58.6,2015-10-06,2015-10-06,-9.85,58.6,
Nannobrachium atrum,-0.73,68.06,2015-09-13,2015-09-13,-0.73,68.06,
Lampanyctus festivus,-15.44,56.8,2015-10-04,2015-10-04,-15.44,56.8,
Lampanyctus intricarius,-4.5,60.76,2015-10-08,2015-10-08,-4.5,60.76,
Lampanyctus macdonaldi,-5.46,65.88,2015-09-16,2015-09-16,-5.46,65.88,
Lampanyctus nobilis,-9.85,58.6,2015-10-06,2015-10-06,-9.85,58.6,
Lampanyctus photonotus,-3.88,66.37,2015-09-15,2015-09-15,-3.88,66.37,
Lampanyctus tenuiformis,-7.72,59.15,2015-10-07,2015-10-07,-7.72,59.15,
Lampanyctus turneri,19.51,65.44,2016-02-08,2016-02-08,19.51,65.44,
Lampadena anomala,8.35,72.1,2015-09-08,2015-09-08,8.35,72.1,
Lampanyctus crocodilus,-15.44,56.8,2015-10-04,2015-10-04,-15.44,56.8,
Lampadena luminosa,-2.38,63.07,2015-10-09,2015-10-09,-2.38,63.07,
Lampadena urophaos,-3.88,66.37,2015-09-15,2015-09-15,-3.88,66.37,
Myctophum asperum,-9.85,58.6,2015-10-06,2015-10-06,-9.85,58.6,
Myctophum aurolaternatum,-9.85,58.6,2015-10-06,2015-10-06,-9.85,58.6,
Myctophum nitidulum,-9.85,58.6,2015-10-06,2015-10-06,-9.85,58.6,
Myctophum obtusirostre,-2.38,63.07,2015-10-09,2015-10-09,-2.38,63.07,
Myctophum spinosum,8.14,76.25,2013-10-07,2013-10-07,8.14,76.25,
Symbolophorus evermanni,20.14,68.4,2016-01-23,2016-01-23,20.14,68.4,
Symbolophorus rufinus,-1.68,63.63,2015-10-10,2015-10-10,-1.68,63.63,
Taaningichthys minimus,-2.38,63.07,2015-10-09,2015-10-09,-2.38,63.07,
Diaphus sp.,10.14,73.53,2013-10-12,2013-10-12,10.14,73.53,
Diaphus nielseni,-9.85,58.6,2015-10-06,2015-10-06,-9.85,58.6,
Diaphus adenomus,-9.85,58.6,2015-10-06,2015-10-06,-9.85,58.6,
Scopelengys tristis,-9.85,58.6,2015-10-06,2015-10-06,-9.85,58.6,
Neoscopelus microchir,11.28,92.38,2015-10-04,2015-10-04,11.28,92.38,
Diretmoides veriginae,11.4,92.318,2016-04-04,2016-04-04,11.4,92.32,
Owstonia kamoharai,13.12,93.19,2016-04-11,2016-04-11,13.12,93.19,
Woodsia nonsuchae,7.76,70.88,2015-09-09,2015-09-09,7.76,70.88,
Woodsia nonsuchae,8.09,71.88,2015-09-08,2015-09-08,8.09,71.88,
Woodsia nonsuchae,-7.75,59.18,2015-10-07,2015-10-07,-7.75,59.18,
Bembradium magnoculum,9.66,92.73,2016-04-06,2016-04-06,9.66,92.73,
Photonectes,13.26,93.26,2017-11-26,2017-11-26,13.26,93.26,
Photonectes,11.15,92.39,2011-11-22,2011-11-22,11.15,92.39,
Photonectes,12.82,93.21,2010-09-17,2010-09-17,12.82,93.21,
Desmodema polystictum,13.26,93.26,2017-11-26,2017-11-26,13.26,93.26,
Chaunax penicillatus,6.1,93.1,2010-09-24,2010-09-24,6.1,93.1,
Chaunax penicillatus,6.842777778,93.05305556,2011-12-10,2011-12-10,6.84,93.05,
Borostomias elucens,-5.44,65.96,2015-09-16,2015-09-16,-5.44,65.96,
Borostomias elucens,-3.88,66.46,2015-09-15,2015-09-15,-3.88,66.46,
Borostomias elucens,-7.75,59.18,2015-10-07,2015-10-07,-7.75,59.18,
Heterophotus ophistoma,0.79,67.98,2015-09-13,2015-09-13,0.79,67.98,
Melanostomias valdiviae,0.79,67.98,2015-09-13,2015-09-13,0.79,67.98,
Melanostomias valdiviae,8.67,75.97,2013-10-06,2013-10-06,8.67,75.97,
Melanostomias valdiviae,11.0,72.03,2013-10-10,2013-10-10,11.0,72.03,
Melanostomias valdiviae,8.03,76.35,2013-10-07,2013-10-07,8.03,76.35,
Melanostomias melanops,-5.44,65.96,2015-09-16,2015-09-16,-5.44,65.96,
Echiostoma barbatum,-5.44,65.96,2015-09-16,2015-09-16,-5.44,65.96,
Neonesthes capensis,0.79,67.98,2015-09-13,2015-09-13,0.79,67.98,
Margrethia obtusirostra,-7.75,59.18,2015-10-07,2015-10-07,-7.75,59.18,
Margrethia obtusirostra,-1.69,63.66,2015-10-10,2015-10-10,-1.69,63.66,
Photonectes margarita,-2.39,60.1,2015-10-09,2015-10-09,-2.39,60.1,
Photonectes margarita,-15.4,56.76,2015-10-04,2015-10-04,-15.4,56.76,
Idiacanthus fasciola,-4.51,60.78,2015-10-08,2015-10-08,-4.51,60.78,
Idiacanthus fasciola,8.67,75.97,2013-10-06,2013-10-06,8.67,75.97,
Diplophos taenia,5.13,69.05,2015-09-12,2015-09-12,5.13,69.05,
Diplophos taenia,-2.39,60.1,2015-10-09,2015-10-09,-2.39,60.1,
Diplophos taenia,7.76,70.87,2015-09-09,2015-09-09,7.76,70.87,
Diplophos taenia,-15.4,56.76,2015-10-04,2015-10-04,-15.4,56.76,
Manducus greyae,5.13,69.05,2015-09-12,2015-09-12,5.13,69.05,
Aristostomias xenostoma,-4.51,60.78,2015-10-08,2015-10-08,-4.51,60.78,
Aristostomias xenostoma,-3.88,66.46,2015-09-15,2015-09-15,-3.88,66.46,
Aristostomias polydactylus,5.13,69.05,2015-09-12,2015-09-12,5.13,69.05,
Aristostomias polydactylus,5.52,70.81,2015-10-12,2015-10-12,5.52,70.81,
Aristostomias polydactylus,-14.4,57.25,2015-10-05,2015-10-05,-14.4,57.25,
Pachystomias microdon,0.79,67.98,2015-09-13,2015-09-13,0.79,67.98,
Photostomias atrox,5.13,69.05,2015-09-12,2015-09-12,5.13,69.05,
Photostomias atrox,6.95,72.02,2015-10-13,2015-10-13,6.95,72.02,
Photostomias atrox,-4.51,60.78,2015-10-08,2015-10-08,-4.51,60.78,
Photostomias atrox,-9.88,58.61,2015-10-06,2015-10-06,-9.88,58.61,
Vinciguerria nimbaria,5.13,69.05,2015-09-12,2015-09-12,5.13,69.05,
Vinciguerria nimbaria,-9.88,58.61,2015-10-06,2015-10-06,-9.88,58.61,
Vinciguerria nimbaria,-7.75,59.18,2015-10-07,2015-10-07,-7.75,59.18,
Vinciguerria nimbaria,8.34,72.91,2015-09-08,2015-09-08,8.34,72.91,
Vinciguerria nimbaria,8.08,73.35,2015-10-14,2015-10-14,8.08,73.35,
Vinciguerria nimbaria,11.2,72.98,2013-10-11,2013-10-11,11.2,72.98,
Vinciguerria nimbaria,9.1,75.82,2013-10-08,2013-10-08,9.1,75.82,
Photonectes paxtoni,11.2,72.98,2013-10-11,2013-10-11,11.2,72.98,
Photonectes paxtoni,8.08,76.4,2013-10-07,2013-10-07,8.08,76.4,
Ichthyococcus parini,5.13,69.05,2015-09-12,2015-09-12,5.13,69.05,
Ichthyococcus parini,11.0,72.03,2013-10-10,2013-10-10,11.0,72.03,
Ichthyococcus parini,9.01,73.06,2015-09-07,2015-09-07,9.01,73.06,
Argyropelecus gigas,3.88,66.46,2015-09-15,2015-09-15,3.88,66.46,
Argyropelecus gigas,-7.75,59.18,2015-10-07,2015-10-07,-7.75,59.18,
Argyropelecus affinis,0.79,67.98,2015-09-13,2015-09-13,0.79,67.98,
Argyropelecus affinis,9.01,73.06,2015-09-07,2015-09-07,9.01,73.06,
Argyropelecus affinis,8.66,74.16,2015-10-15,2015-10-15,8.66,74.16,
Argyropelecus affinis,-14.4,57.27,2015-10-05,2015-10-05,-14.4,57.27,
Argyropelecus affinis,7.76,70.87,2015-09-09,2015-09-09,7.76,70.87,
Argyropelecus affinis,12.9,73.77,2013-10-14,2013-10-14,12.9,73.77,
Argyropelecus affinis,11.2,72.98,2013-10-11,2013-10-11,11.2,72.98,
Argyropelecus affinis,10.6,73.2,2013-10-12,2013-10-12,10.6,73.2,
Argyropelecus affinis,11.3,73.53,2012-10-13,2012-10-13,11.3,73.53,
Argyropelecus aculeatus,-14.4,57.27,2015-10-05,2015-10-05,-14.4,57.27,
Argyropelecus aculeatus,-15.4,56.76,2015-10-04,2015-10-04,-15.4,56.76,
Argyropelecus sladeni,-14.4,57.27,2015-10-05,2015-10-05,-14.4,57.27,
Argyropelecus sladeni,-2.52,67.57,2015-09-14,2015-09-14,-2.52,67.57,
Argyropelecus sladeni,8.66,74.16,2015-10-15,2015-10-15,8.66,74.16,
Argyropelecus sladeni,-7.75,59.18,2015-10-07,2015-10-07,-7.75,59.18,
Argyropelecus sladeni,-15.4,56.76,2015-10-04,2015-10-04,-15.4,56.76,
Sternoptyx obscura,-3.88,66.46,2015-09-15,2015-09-15,-3.88,66.46,
Sternoptyx obscura,-5.44,65.96,2015-09-16,2015-09-16,-5.44,65.96,
Sternoptyx obscura,5.13,69.05,2015-09-12,2015-09-12,5.13,69.05,
Sternoptyx obscura,-2.52,67.57,2015-09-14,2015-09-14,-2.52,67.57,
Sternoptyx obscura,6.39,70.04,2015-09-11,2015-09-11,6.39,70.04,
Sternoptyx obscura,0.79,67.98,2015-09-13,2015-09-13,0.79,67.98,
Sternoptyx obscura,11.7,73.72,2013-10-13,2013-10-13,11.7,73.72,
Sternoptyx pseudobscura,-5.44,65.96,2015-09-16,2015-09-16,-5.44,65.96,
Polyipnus limatulus,9.1,75.82,2013-10-08,2013-10-08,9.1,75.82,
Polyipnus limatulus,9.29,75.66,2014-11-02,2014-11-02,9.29,75.66,
Stomias affinis,8.67,75.97,2013-10-06,2013-10-06,8.67,75.97,
Sigmops elongatus,-4.51,60.78,2015-10-08,2015-10-08,-4.51,60.78,
Sigmops elongatus,7.76,70.87,2015-09-09,2015-09-09,7.76,70.87,
Sigmops elongatus,-5.44,65.96,2015-09-16,2015-09-16,-5.44,65.96,
Sigmops elongatus,8.08,71.87,2015-09-08,2015-09-08,8.08,71.87,
Sigmops elongatus,5.13,69.05,2015-09-12,2015-09-12,5.13,69.05,
Sigmops elongatus,8.08,76.4,2013-10-07,2013-10-07,8.08,76.4,
Sigmops elongatus,10.4,73.3,2013-10-12,2013-10-12,10.4,73.3,
Triplophos hemingi,11.0,72.03,2013-10-10,2013-10-10,11.0,72.03,
Triplophos hemingi,10.4,73.3,2013-10-12,2013-10-12,10.4,73.3,
Peristedion liorhynchus,8.35,76.23,2017-10-23,2017-10-23,8.35,76.23,
Halieutaea coccinea,8.29,76.21,2015-10-29,2015-10-29,8.29,76.21,
Antennarius hispidus,22.52,68.26,2018-02-22,2018-02-22,22.52,68.26,
Zenion hololepis,12.52595,93.1627,2017-11-25,2017-11-25,12.53,93.16,
Lophiodes triradiatus,8.35,76.23,2017-10-23,2017-10-23,8.35,76.23,
Lophiodes mutilus,10.91828333,80.35865,2011-11-08,2011-11-08,10.92,80.36,
Chaunax multilepis,11.93111111,92.28388889,2016-04-12,2016-04-12,11.93,92.28,
Chaunax apus,6.842777778,93.05305556,2011-12-10,2011-12-10,6.84,93.05,
Chaunax multilepis,11.91313333,80.14531667,2011-11-05,2011-11-05,11.91,80.15,
Malthopsis lutea,7.486944444,93.41416667,2016-04-04,2016-04-04,7.49,93.41,
Chaunax apus,12.14138889,93.19444444,2016-04-11,2016-04-11,12.14,93.19,
Halieutaea stellata,11.19305556,92.33833333,2016-04-14,2016-04-14,11.19,92.34,
Halicmetus ruber,9.048055556,75.53,2014-01-11,2014-01-11,9.05,75.53,
Chaunax apus,8.29,76.21,2015-10-29,2015-10-29,8.29,76.21,
Lophiodes gracilimanus,9.55,75.91,2015-02-10,2015-02-10,9.55,75.91,
Halieutaea coccinea,10.86,92.37,2015-01-26,2015-01-26,10.86,92.37,
Scalicus orientalis,12.49,93.17,2017-11-25,2017-11-25,12.49,93.17,
Chaunax apus,17.05316667,83.29416667,2010-02-09,2010-02-09,17.05,83.29,
Chaunax multilepis,13.03,93.1,2010-09-16,2010-09-16,13.03,93.1,
Ceratias uranoscopus,11.06,92.13,2015-01-16,2015-01-16,11.06,92.13,
Heminodus philippinus,6.63,93.69,2011-12-10,2011-12-10,6.63,93.69,
Bufoceratias thele,11.07,74.92,2014-01-08,2014-01-08,11.07,74.92,
Scalicus serrulatus,6.842777778,93.05305556,2011-12-10,2011-12-10,6.84,93.05,
Lophiomus setigerus,15.9803,72.8397,2018-11-24,2018-11-24,15.98,72.84,
Chaunax multilepis,12.14138889,93.19444444,2016-04-11,2016-04-11,12.14,93.19,
Satyrichthys milleri,11.82,92.19,2015-01-14,2015-01-14,11.82,92.19,
Cryptopsaras couesii,12.2,74.2,2012-08-22,2012-08-22,12.2,74.2,
Lophoides lugubris,12.74944444,93.10833333,2016-04-10,2016-04-10,12.75,93.11,
Chaunax apus,12.103683,74.319083,2013-08-26,2013-08-26,12.1,74.32,
Lophoides lugubris,13.23638889,93.17166667,2016-04-11,2016-04-11,13.24,93.17,
Chaunax multilepis,13.23638889,93.17166667,2016-04-11,2016-04-11,13.24,93.17,
Chaunax multilepis,12.74944444,93.10833333,2016-04-10,2016-04-10,12.75,93.11,
Halieutaea coccinea,13.23638889,93.17166667,2016-04-11,2016-04-11,13.24,93.17,
Plectrogenium nanum,12.52,93.16,2017-11-25,2017-11-25,12.52,93.16,
Plectrogenium nanum,12.5425,93.15333333,2016-04-10,2016-04-10,12.54,93.15,
Halieutaea indica,11.99,74.42,2011-08-08,2011-08-08,11.99,74.42,
Chaunax apus,7.486944444,93.41416667,2016-04-04,2016-04-04,7.49,93.41,
Lophiodes gracilimanus,7.486944444,93.41416667,2016-04-04,2016-04-04,7.49,93.41,
Chaunax multilepis,7.486944444,93.41416667,2016-04-04,2016-04-04,7.49,93.41,
Lophoides lugubris,6.63,93.69,2011-12-10,2011-12-10,6.63,93.69,
Lophoides lugubris,9.55,75.91,2015-02-10,2015-02-10,9.55,75.91,
Lophiomus setigerus,9.992916667,75.59613333,2010-08-08,2010-08-08,9.99,75.6,
Lophiodes mutilus,12.4695,74.152367,2013-08-24,2013-08-24,12.47,74.15,
Halieutaea coccinea,11.93111111,92.28388889,2016-04-12,2016-04-12,11.93,92.28,
Woodsia nonsuchae,-2.53,67.57,2015-09-14,2015-09-14,-2.53,67.57,
Astronesthes indopacificus,8.08,75.99,2013-10-06,2013-10-06,8.08,75.99,
Astronesthes indopacificus,8.09,76.36,2013-10-07,2013-10-07,8.09,76.36,
Astronesthes indopacificus,11.02,73.07,2013-10-10,2013-10-10,11.02,73.07,
Astronesthes indopacificus,11.28,72.93,2013-10-11,2013-10-11,11.28,72.93,
Astronesthes indopacificus,10.4,73.3,2013-10-12,2013-10-12,10.4,73.3,
Astronesthes indopacificus,10.23,73.48,2013-10-12,2013-10-12,10.23,73.48,
Astronesthes indopacificus,11.72,73.73,2013-10-13,2013-10-13,11.72,73.73,
Astronesthes indopacificus,21.76,66.5,2016-01-25,2016-01-25,21.76,66.5,
