scientific_name,latitude,longitude,timestamp
Pholoe,9.33,92.75,2017-11-17
Pholoe,8.0,93.26,2009-01-24
Pholoe,8.0,93.25,2011-12-07
Pholoides,12.23,92.28,2009-01-11
Pholoides,12.26,93.19,2009-01-15
Pholoides,12.59,92.32,2017-07-23
Pholoides,9.3,92.7,2009-01-15
Pholoides,8.0,93.65,2011-12-08
Pholoides,6.51,93.8,2011-12-10
Pholoides,6.51,93.77,2017-11-13
Pisione,9.3,92.79,2011-12-05
Pisione,8.0,93.65,2011-12-08
Pisione,7.13,93.55,2011-12-11
Pisione,9.33,92.75,2017-11-17
Pisione,6.46,93.81,2011-12-10
Pisione,6.51,93.8,2011-12-10
Pisione,9.3,92.87,2011-12-05
Pisione,8.0,93.64,2011-12-08
Pisione,9.62,92.73,2017-11-17
Sigalion,10.68,92.68,2011-12-04
Sigalion,7.03,93.54,2009-01-26
Sthenelais,10.68,92.23,2009-01-10
Sthenelais,11.79,92.36,2009-01-11
Sthenelais,11.76,92.83,2009-01-17
Sthenelais,11.25,92.44,2011-11-22
Sthenelais,12.66,92.56,2011-11-24
Sthenelais,12.93,93.01,2011-11-28
Sthenelais,11.47,92.72,2011-11-03
Sthenelais,9.31,92.78,2009-01-22
Sthenelais,8.0,93.25,2011-12-07
Sthenelais,7.04,93.95,2011-12-09
Sthenelanella,10.68,92.7,2009-01-16
Sthenelanella,12.93,92.58,2011-11-25
Sthenelanella,13.52,92.78,2011-11-25
Sthenelanella,11.7,92.77,2011-11-20
Sthenelanella,8.0,93.64,2011-12-08
Sthenelanella,7.13,93.55,2011-11-11
Willeysthenelais,10.68,92.31,2009-01-10
Polyodontes,12.94,92.44,2009-01-12
Zachsiella,10.95,80.02,
Euthalenessa,7.988,77.645,2009-05-30
Harmothoe,7.475,77.51,2009-05-30
Cephea cephea,22.27,68.95,2018-01-04
Onchnesoma steenstrupii steenstrupii,8.3,76.48,2011-09-04
Onchnesoma steenstrupii steenstrupii,8.3,76.48,2011-09-06
Onchnesoma steenstrupii steenstrupii,10.69,92.3,2011-11-21
Onchnesoma steenstrupii steenstrupii,12.68,92.17,2011-11-29
Onchnesoma steenstrupii steenstrupii,7.11,93.53,2011-12-11
Onchnesoma steenstrupii steenstrupii,8.53,76.79,2013-07-16
Onchnesoma steenstrupii steenstrupii,8.51,76.75,2013-07-16
Sipunculus (Sipunculus) nudus,15.49,73.06,2014-09-28
Sipunculus (Sipunculus) longipapillosus,15.49,73.06,2014-09-28
Sipunculus (Sipunculus) norvegicus,14.41,73.04,2019-01-02
Aspidosiphon (Paraspidosiphon) laevis,12.25,92.35,2009-01-12
Sipunculus (Sipunculus) nudus,9.3,92.78,2009-01-16
Phascolosoma (Phascolosoma) perlucens,8.53,76.79,2013-07-16
Nephasoma (Cutlerensis) rutilofuscum,14.41,73.04,2019-01-02
Sipunculus,14.41,73.04,2019-01-02
Phascolion (Lesenka),10.99,74.97,2015-06-17
Phascolion (Montuga),10.99,74.97,2015-06-17
Phascolion (Montuga),12.01,74.25,2015-06-18
Engystenopus palmipes,8.24,76.49,2020-02-29
Squilloides leptosquilla,11.21,92.36,2015-01-15
Squilloides leptosquilla,13.03,92.17,2015-01-18
Squilloides leptosquilla,6.6,93.7,2015-02-01
Squilloides leptosquilla,12.53,93.15,2016-04-10
Squilloides leptosquilla,12.49,93.18,2017-11-25
Gonodactylopsis drepanophora,10.72,92.71,2019-08-10
Odontodactylus latirostris,10.72,92.71,2019-08-10
Odontodactylus latirostris,6.65,93.83,2019-08-16
Chorisquilla andamanica,6.65,93.83,2019-08-16
Haptosquilla tuberosa,10.72,92.71,2019-08-10
Pseudosquilla ciliata,10.72,92.71,2019-08-10
Busquilla plantei,10.79,80.11,2019-11-30
Cloridina malaccensis,10.79,80.11,2019-11-30
Harpiosquilla harpax,22.49,68.19,2018-02-22
Lenisquilla gilesi,22.49,68.19,2018-02-22
Quollastria gonypetes,22.49,68.19,2018-02-22
Quollastria gonypetes,10.79,80.11,2019-11-30
Quollastria gonypetes,13.01,74.02,2018-11-25
Quollastria gonypetes,15.36,73.11,2018-11-24
Squilloides leptosquilla,13.22,93.18,2011-11-27
Squilloides leptosquilla,9.5,75.7,2018-03-03
Squilloides leptosquilla,10.54,80.35,2019-11-06
Squilloides leptosquilla,11.57,92.81,2019-08-09
Squilloides leptosquilla,10.57,80.43,2019-11-06
Miyakella nepa,11.25,75.62,2009-08-07
Squilloides leptosquilla,7.75,93.21,2011-12-13
Squilloides leptosquilla,6.84,93.05,2011-12-10
Squilloides leptosquilla,9.93,75.57,2015-05-27
Phylladiorhynchus,8.9,76.02,
Galathea quadrangularis,8.92,76.08,
Galathea,9.28,92.7,2011-12-06
Allomunida magnicheles,11.99,80.08,2005-07-16
Trapezionida latior,11.74,74.68,1999-10-18
Trapezionida samudrika,11.99,80.08,2005-07-16
Trapezionida bharuchai,9.28,92.7,2011-12-06
Trapezionida bharuchai,7.13,93.54,2011-12-11
Porcellanella haigae,6.64,93.82,2019-08-16
Trapezionida latior,8.43,76.7,
Bathynomus keablei,11.1,80.32,2010-08-26
Bathynomus keablei,14.26,73.26,2010-10-15
Bathynomus keablei,7.95,76.63,2013-09-09
Bathynomus keablei,8.29,76.03,2013-09-10
Bathynomus keablei,11.36,92.8,2015-01-16
Bathynomus keablei,8.41,76.16,2017-10-26
Bathynomus keablei,14.39,73.03,2018-02-28
Bathynomus keablei,8.64,76.1,2020-09-23
Bathynomus keablei,14.45,73.06,2020-10-05
Aspidosiphon (Akrikos) carnicobarensis,9.3,92.86,2017-01-12
Aristeus alcocki,8.39,93.34,2015-01-29
Aristeus virilis,8.48,93.43,2016-04-05
